ID,Fuel_type,Granted_power_MW,latitude,longitude,year,Fuel_consumed_plant_GJ
2022,Gas_thermal,102.89,-20.5246084,-43.67546915,2018,26821836.63
2042,Gas_thermal,2.165,-3.57916666,-61.40555555,2018,1057911.565
2046,Gas_thermal,4.57,-3.71027777,-61.66305555,2018,2233097.392
2058,Gas_thermal,3.35,-3.71666053,-38.47283271,2018,841464.0285
2126,Gas_thermal,2.165,-3.29527777,-61.21583333,2018,1057911.565
2134,Gas_thermal,130.71,-12.68722652,-38.35256934,2018,32832168.11
2178,Gas_thermal,4.57,-3.78305559,-62.03444445,2018,2233097.392
2210,Gas_thermal,5.16,-22.786,-43.312,2018,1345132.442
2226,Gas_thermal,226,-19.99055687,-44.09838989,2018,58914715.5
2262,Gas_thermal,87.048,-21.68545367,-43.44747855,2018,22692071.48
2334,Gas_thermal,826.78,-22.29878767,-41.87303455,2018,215528798.6
2422,Gas_thermal,52,-25.56722222,-49.36666666,2018,2296402.856
2426,Gas_thermal,75.56,-23.181093,-45.818979,2018,19697327
2430,Gas_thermal,62.5,-12.62400966,-38.67053455,2018,15698955.76
2434,Gas_thermal,106.67,-22.72462067,-47.11886755,2018,27807224.35
2450,Gas_thermal,11,-23.76464186,-46.3745248,2018,2867530.4
2458,Gas_thermal,39.9,-23.54243609,-46.27854896,2018,10401314.82
2486,Gas_thermal,138.68,-23.29488966,-45.98104455,2018,36151737.81
2494,Gas_thermal,639.9,-29.75989867,-56.99053455,2018,28259003.61
2542,Gas_thermal,529.2,-15.596,-56.097,2018,137954280.7
2562,Gas_thermal,177.97,-22.51539722,-44.12456944,2018,46394035.03
2570,Gas_thermal,177.116,-20.54722222,-54.74972222,2018,46171410.4
2606,Gas_thermal,1000,-22.91426934,-43.76529191,2018,260684581.9
2614,Gas_thermal,166,-3.12977675,-60.03278281,2018,81114697.39
2618,Gas_thermal,185.891,-12.70378766,-38.56692355,2018,46692713.35
2622,Gas_thermal,13.08,-22.86527778,-43.61194444,2018,3409754.331
2626,Gas_thermal,63.3,-22.71444389,-43.26805611,2018,16501334.03
2642,Gas_thermal,7.7,-23.18200967,-46.87453455,2018,2007271.28
2670,Gas_thermal,484.15,-25.58830447,-49.3558616,2018,21380835.44
2694,Gas_thermal,4.95,-22.87665194,-43.227875,2018,1290388.68
2706,Gas_thermal,989.2,-22.70962067,-43.24581255,2018,257869188.4
2718,Gas_thermal,22.5,-23.63878767,-46.46664555,2018,5865403.092
2722,Gas_thermal,25,-21.71554367,-41.32853455,2018,6517114.546
2726,Gas_thermal,360,-22.72004303,-43.64687353,2018,93846449.47
2730,Gas_thermal,13.898,-22.75700967,-47.14453455,2018,3622994.319
2742,Gas_thermal,385.819,-20.74100967,-51.65414555,2018,100577064.7
2746,Gas_thermal,4.794,-3.723805,-38.58992806,2018,1204172.702
2750,Gas_thermal,2.1,-20.23669133,-40.27884324,2018,547437.6219
2754,Gas_thermal,2.1,-23.45900967,-46.52353455,2018,547437.6219
2758,Gas_thermal,3.84,-23.65894302,-46.72094438,2018,1001028.794
2762,Gas_thermal,4.6,-29.79530569,-51.14926167,2018,203143.3296
2770,Gas_thermal,249.9,-23.87553052,-46.43182548,2018,65145077
2774,Gas_thermal,922.615,-22.29989867,-41.86581255,2018,240511505.5
2778,Gas_thermal,532.756,-8.39906566,-34.95692355,2018,133819406
2782,Gas_thermal,349,-8.76889194,-63.83144611,2018,90978919.07
2790,Gas_thermal,248.573,-29.87637109,-51.14692756,2018,10977379.75
2802,Gas_thermal,8.316,-12.89600966,-38.29053455,2018,2088840.257
2806,Gas_thermal,30.775,-22.37200005,-46.94200003,2018,8022568.006
2810,Gas_thermal,9.119,-25.58471894,-49.63612374,2018,402709.5701
2818,Gas_thermal,3.355,-23.59800967,-46.74353455,2018,874596.7721
2822,Gas_thermal,386.08,-23.69888869,-46.678611,2018,100645103.4
2826,Gas_thermal,4,-22.880765,-42.020075,2018,1042738.327
2838,Gas_thermal,3.646,-20.32972217,-40.29250071,2018,950455.9854
2846,Gas_thermal,322.96715,-5.3825,-36.81861111,2018,81123951.98
2850,Gas_thermal,3.1875,-9.70600966,-35.88553455,2018,800646.7436
2862,Gas_thermal,3.2,-22.89900967,-43.19853455,2018,834190.6619
2874,Gas_thermal,5.68,-5.85400966,-35.34453455,2018,1426721.099
2878,Gas_thermal,49.725,-8.26891511,-35.02454525,2018,12490089.2
2902,Gas_thermal,2.825,-23.54400967,-46.62653455,2018,736433.9437
2906,Gas_thermal,3,-22.87562536,-42.07289903,2018,782053.7456
2910,Gas_thermal,3.3,-29.91869695,-51.18103,2018,145733.2582
2914,Gas_thermal,326.601,-3.68111114,-38.86611085,2018,82036714.38
2918,Gas_thermal,220,-3.6925,-38.87166694,2018,55260324.26
2922,Gas_thermal,1.204,-23.45900967,-46.52353455,2018,313864.2365
2926,Gas_thermal,4.8,-22.93659057,-43.3793158,2018,1251285.993
2930,Gas_thermal,7.902,-22.7122887,-47.005239,2018,2059929.566
2934,Gas_thermal,10.5,-23.30100967,-45.95653455,2018,2737188.109
2938,Gas_thermal,4.98,-4.09500966,-38.48653455,2018,1250892.795
2942,Gas_thermal,9,-23.09514572,-45.82199254,2018,2346161.237
2958,Gas_thermal,4.984,-22.89972222,-43.21415704,2018,1299251.956
2976,Gas_thermal,1.2,-19.75311424,-44.8970524,2018,312821.4982
3032,Gas_thermal,4.6,-10.99405228,-37.09491709,2018,1155443.144
3036,Gas_thermal,1.2,-19.46738079,-44.15820236,2018,312821.4982
3040,Gas_thermal,4.781,-12.69881695,-38.32574,2018,1200907.32
3084,Gas_thermal,19.299,-19.94323167,-44.00609055,2018,5030951.745
3108,Gas_thermal,16.065,-22.89900967,-43.19853455,2018,4187897.807
3116,Gas_thermal,3,-26.92084646,-49.0700546,2018,132484.7802
3120,Gas_thermal,2,-21.76092389,-43.34881695,2018,521369.1637
3128,Gas_thermal,2.952,-29.951,-51.094,2018,130365.0237
3200,Gas_thermal,0.334,-29.16689889,-51.17886,2018,14749.97219
3220,Gas_thermal,1.6,-23.54400967,-46.62653455,2018,417095.331
3288,Gas_thermal,0.1,-20.45803,-54.61574389,2018,26068.45819
3360,Gas_thermal,1.6,-22.87665194,-43.227875,2018,417095.331
3368,Gas_thermal,4.072,-8.28986389,-35.03848889,2018,1022818.365
3432,Gas_thermal,7,-25.591645,-49.40194,2018,309131.1537
3444,Gas_thermal,2.5,-20.11438135,-44.88195018,2018,651711.4546
3464,Gas_thermal,1.2,-20.10562545,-44.90850691,2018,312821.4982
3472,Gas_thermal,75.477,-2.98156522,-60.01775678,2018,36881289.24
3640,Gas_thermal,4,-23.61155833,-46.69783889,2018,1042738.327
3644,Gas_thermal,73.4,-3.09105556,-60.07297222,2018,35866378.24
3648,Gas_thermal,8.76,-23.65751,-46.53087389,2018,2283596.937
3672,Gas_thermal,0.79,-9.51366664,-35.78510071,2018,198434.8008
3824,Gas_thermal,73.4,-2.93692633,-60.01239566,2018,35866378.24
3828,Gas_thermal,2.6,-10.90700966,-37.06253455,2018,653076.5595
4004,Gas_thermal,21,-22.521843,-44.09525678,2018,5474376.219
4016,Gas_thermal,6,-8.06276194,-34.88894194,2018,1507099.753
4088,Gas_thermal,1.063,-22.50042432,-43.22719841,2018,277107.7105
4160,Gas_thermal,5.25,-3.60563305,-38.97207611,2018,1318712.284
4196,Gas_thermal,10.22,-20.18410336,-40.24141627,2018,2664196.427
4260,Gas_thermal,0.334,-23.56267633,-46.62386789,2018,87068.65034
