ID,Fuel_type,Granted_power_MW,latitude,longitude,year,Fuel_consumed_plant_GJ
2021,Gas_thermal,102.89,-20.5246084,-43.67546915,2017,40792502.05
2041,Gas_thermal,2.165,-3.57916666,-61.40555555,2017,1075505.05
2045,Gas_thermal,4.57,-3.71027777,-61.66305555,2017,2270234.678
2057,Gas_thermal,3.35,-3.71666053,-38.47283271,2017,1094495.259
2125,Gas_thermal,2.165,-3.29527777,-61.21583333,2017,1075505.05
2133,Gas_thermal,130.71,-12.68722652,-38.35256934,2017,42704917.99
2177,Gas_thermal,4.57,-3.78305559,-62.03444445,2017,2270234.678
2209,Gas_thermal,5.16,-22.786,-43.312,2017,2045770.343
2225,Gas_thermal,226,-19.99055687,-44.09838989,2017,89601569.29
2261,Gas_thermal,87.048,-21.68545367,-43.44747855,2017,34511669.93
2333,Gas_thermal,826.78,-22.29878767,-41.87303455,2017,327791086.1
2421,Gas_thermal,52,-25.56722222,-49.36666666,2017,4335976.172
2425,Gas_thermal,75.56,-23.181093,-45.818979,2017,29957055.64
2429,Gas_thermal,62.5,-12.62400966,-38.67053455,2017,20419687.66
2433,Gas_thermal,106.67,-22.72462067,-47.11886755,2017,42291147.77
2449,Gas_thermal,11,-23.76464186,-46.3745248,2017,4361138.328
2457,Gas_thermal,39.9,-23.54243609,-46.27854896,2017,15819038.12
2485,Gas_thermal,138.68,-23.29488966,-45.98104455,2017,54982060.3
2493,Gas_thermal,639.9,-29.75989867,-56.99053455,2017,53357522.17
2541,Gas_thermal,529.2,-15.596,-56.097,2017,209810400.3
2561,Gas_thermal,177.97,-22.51539722,-44.12456944,2017,70559253.48
2569,Gas_thermal,177.116,-20.54722222,-54.74972222,2017,70220670.56
2605,Gas_thermal,1000,-22.91426934,-43.76529191,2017,396467120.7
2613,Gas_thermal,166,-3.12977675,-60.03278281,2017,82463666.65
2617,Gas_thermal,185.891,-12.70378766,-38.56692355,2017,60733378.54
2621,Gas_thermal,13.08,-22.86527778,-43.61194444,2017,5185789.939
2625,Gas_thermal,63.3,-22.71444389,-43.26805611,2017,25096368.74
2641,Gas_thermal,7.7,-23.18200967,-46.87453455,2017,3052796.83
2669,Gas_thermal,484.15,-25.58830447,-49.3558616,2017,40370439.69
2693,Gas_thermal,4.95,-22.87665194,-43.227875,2017,1962512.248
2705,Gas_thermal,989.2,-22.70962067,-43.24581255,2017,392185275.8
2717,Gas_thermal,22.5,-23.63878767,-46.46664555,2017,8920510.217
2721,Gas_thermal,25,-21.71554367,-41.32853455,2017,9911678.018
2725,Gas_thermal,360,-22.72004303,-43.64687353,2017,142728163.5
2729,Gas_thermal,13.898,-22.75700967,-47.14453455,2017,5510100.044
2741,Gas_thermal,385.819,-20.74100967,-51.65414555,2017,152964548.1
2745,Gas_thermal,4.794,-3.723805,-38.58992806,2017,1566271.722
2749,Gas_thermal,2.1,-20.23669133,-40.27884324,2017,832580.9535
2753,Gas_thermal,2.1,-23.45900967,-46.52353455,2017,832580.9535
2757,Gas_thermal,3.84,-23.65894302,-46.72094438,2017,1522433.744
2761,Gas_thermal,4.6,-29.79530569,-51.14926167,2017,383567.1229
2769,Gas_thermal,249.9,-23.87553052,-46.43182548,2017,99077133.47
2773,Gas_thermal,922.615,-22.29989867,-41.86581255,2017,365786512.6
2777,Gas_thermal,532.756,-8.39906566,-34.95692355,2017,174059377.9
2781,Gas_thermal,349,-8.76889194,-63.83144611,2017,138367025.1
2789,Gas_thermal,248.573,-29.87637109,-51.14692756,2017,20727050.1
2801,Gas_thermal,8.316,-12.89600966,-38.29053455,2017,2716961.961
2805,Gas_thermal,30.775,-22.37200005,-46.94200003,2017,12201275.64
2809,Gas_thermal,9.119,-25.58471894,-49.63612374,2017,760380.1291
2817,Gas_thermal,3.355,-23.59800967,-46.74353455,2017,1330147.19
2821,Gas_thermal,386.08,-23.69888869,-46.678611,2017,153068026
2825,Gas_thermal,4,-22.880765,-42.020075,2017,1585868.483
2837,Gas_thermal,3.646,-20.32972217,-40.29250071,2017,1445519.122
2845,Gas_thermal,322.96715,-5.3825,-36.81861111,2017,105518213.2
2849,Gas_thermal,3.1875,-9.70600966,-35.88553455,2017,1041404.071
2861,Gas_thermal,3.2,-22.89900967,-43.19853455,2017,1268694.786
2873,Gas_thermal,5.68,-5.85400966,-35.34453455,2017,1855741.215
2877,Gas_thermal,49.725,-8.26891511,-35.02454525,2017,16245903.5
2901,Gas_thermal,2.825,-23.54400967,-46.62653455,2017,1120019.616
2905,Gas_thermal,3,-22.87562536,-42.07289903,2017,1189401.362
2909,Gas_thermal,3.3,-29.91869695,-51.18103,2017,275167.7186
2913,Gas_thermal,326.601,-3.68111114,-38.86611085,2017,106705446.6
2917,Gas_thermal,220,-3.6925,-38.87166694,2017,71877300.57
2921,Gas_thermal,1.204,-23.45900967,-46.52353455,2017,477346.4134
2925,Gas_thermal,4.8,-22.93659057,-43.3793158,2017,1903042.18
2929,Gas_thermal,7.902,-22.7122887,-47.005239,2017,3132883.188
2933,Gas_thermal,10.5,-23.30100967,-45.95653455,2017,4162904.768
2937,Gas_thermal,4.98,-4.09500966,-38.48653455,2017,1627040.713
2941,Gas_thermal,9,-23.09514572,-45.82199254,2017,3568204.087
2957,Gas_thermal,4.984,-22.89972222,-43.21415704,2017,1975992.13
2975,Gas_thermal,1.2,-19.75311424,-44.8970524,2017,475760.5449
3031,Gas_thermal,4.6,-10.99405228,-37.09491709,2017,1502889.012
3035,Gas_thermal,1.2,-19.46738079,-44.15820236,2017,475760.5449
3039,Gas_thermal,4.781,-12.69881695,-38.32574,2017,1562024.427
3083,Gas_thermal,19.299,-19.94323167,-44.00609055,2017,7651418.963
3107,Gas_thermal,16.065,-22.89900967,-43.19853455,2017,6369244.295
3115,Gas_thermal,3,-26.92084646,-49.0700546,2017,250152.4715
3119,Gas_thermal,2,-21.76092389,-43.34881695,2017,792934.2415
3127,Gas_thermal,2.952,-29.951,-51.094,2017,246150.0319
3199,Gas_thermal,0.334,-29.16689889,-51.17886,2017,27850.30849
3219,Gas_thermal,1.6,-23.54400967,-46.62653455,2017,634347.3932
3287,Gas_thermal,0.1,-20.45803,-54.61574389,2017,39646.71207
3359,Gas_thermal,1.6,-22.87665194,-43.227875,2017,634347.3932
3367,Gas_thermal,4.072,-8.28986389,-35.03848889,2017,1330383.49
3431,Gas_thermal,7,-25.591645,-49.40194,2017,583689.1001
3443,Gas_thermal,2.5,-20.11438135,-44.88195018,2017,991167.8018
3463,Gas_thermal,1.2,-20.10562545,-44.90850691,2017,475760.5449
3471,Gas_thermal,75.477,-2.98156522,-60.01775678,2017,37494639.56
