ID,Fuel_type,Granted_power_MW,latitude,longitude,year,Fuel_consumed_plant_GJ
2025,Oil_thermal,0.5456,-3.05445119,-69.002235,2017,169069.1795
2029,Oil_thermal,0.232,-12.9999983,-60.94480395,2017,54022.84932
2033,Oil_thermal,3.18,-3.70101671,-65.33081093,2017,985410.5402
2037,Oil_thermal,1.92,-3.41817574,-68.28735283,2017,594964.8545
2049,Oil_thermal,5.35,-7.20250574,-59.88690518,2017,1657844.777
2053,Oil_thermal,7.67,-5.12066596,-60.38043633,2017,2376760.643
2061,Oil_thermal,1.52,-4.36615749,-70.18798928,2017,471013.8431
2065,Oil_thermal,7.94,-3.57942916,-59.13275442,2017,2460427.575
2069,Oil_thermal,0.9,-4.04549803,-59.37053558,2017,278889.7755
2073,Oil_thermal,1.222,-1.89737215,-50.21113971,2017,378670.3397
2077,Oil_thermal,0.72,-7.35277998,-50.4075014,2017,223111.8204
2081,Oil_thermal,5.26,-0.97274561,-62.9256602,2017,1629955.799
2085,Oil_thermal,0.44,-9.29167023,-50.04608449,2017,136346.1125
2089,Oil_thermal,2.982,-2.8063048,-57.06650043,2017,924054.7896
2093,Oil_thermal,0.3088,-8.52174068,-46.74677434,2017,95690.18076
2097,Oil_thermal,5.12,-4.37498902,-70.02734843,2017,1586572.945
2101,Oil_thermal,6.52,-3.89780895,-61.37472681,2017,2020401.485
2105,Oil_thermal,0.75,-3.07833887,-68.06277772,2017,232408.1463
2109,Oil_thermal,2.76,-2.96885845,-57.58803746,2017,855261.9783
2113,Oil_thermal,7.641,-8.76805555,-67.31888888,2017,2367774.194
2117,Oil_thermal,0.224,-12.43831043,-64.22856358,2017,52159.99245
2121,Oil_thermal,5.6,-4.38972222,-59.59611111,2017,1735314.159
2129,Oil_thermal,4.1,-2.46083334,-57.10277778,2017,1270497.866
2137,Oil_thermal,169.08,-7.23073189,-35.889979,2017,82028709.97
2141,Oil_thermal,0.55,-3.30562507,-60.61374745,2017,170432.6406
2145,Oil_thermal,3.38,-6.53444444,-64.38361111,2017,1047386.046
2149,Oil_thermal,5.456,-4.87722222,-66.89638889,2017,1690691.795
2153,Oil_thermal,2.42,-3.19739694,-59.82631389,2017,749903.6187
2157,Oil_thermal,17.52,-3.81888888,-60.36805553,2017,5429054.297
2161,Oil_thermal,0.8544,-3.30496317,-60.61485602,2017,264759.3602
2165,Oil_thermal,32.6,-21.54869966,-47.77251455,2017,7591141.758
2169,Oil_thermal,138.172,-22.35628767,-46.96053455,2017,32174332.49
2173,Oil_thermal,19.31,-4.09055556,-63.14694444,2017,5983735.073
2181,Oil_thermal,10.946,-13.11489866,-60.51859055,2017,2548853.917
2185,Oil_thermal,74.4,-29.93900967,-51.70853455,2017,29536362.09
2189,Oil_thermal,3.38,-7.44083333,-70.02972222,2017,1047386.046
2193,Oil_thermal,0.55,-4.37212137,-70.19218565,2017,170432.6406
2197,Oil_thermal,0.06,-11.04799138,-45.19299114,2017,29108.83959
2205,Oil_thermal,6.12,-2.52452989,-66.03914881,2017,1896450.474
2213,Oil_thermal,1.28,-7.5460003,-72.58400008,2017,396643.2363
2217,Oil_thermal,13.25,-7.51577731,-63.02464789,2017,4105877.251
2221,Oil_thermal,1.11,-0.12600966,-67.07953455,2017,343964.0565
2229,Oil_thermal,0.438,-2.93090559,-69.69636525,2017,135726.3574
2233,Oil_thermal,2.68,-7.05472225,-71.691389,2017,830471.776
2237,Oil_thermal,29.7,-3.13416702,-58.44610748,2017,9203362.593
2241,Oil_thermal,1.76,-6.43944471,-68.24611134,2017,545384.4499
2245,Oil_thermal,0.324,-15.24616694,-40.24738111,2017,157187.7338
2249,Oil_thermal,0.434,-3.59795366,-60.80803455,2017,134486.8473
2253,Oil_thermal,0.28,-1.8219442,-66.60888918,2017,86765.70794
2265,Oil_thermal,1.22,-3.47388902,-66.06694405,2017,378050.5846
2269,Oil_thermal,6.54,-2.74226188,-66.76832294,2017,2026599.036
2273,Oil_thermal,6.3,-7.26583333,-64.79361111,2017,1952228.429
2277,Oil_thermal,1.425,-1.88010513,-66.99727264,2017,441575.4779
2281,Oil_thermal,0.3,-0.79492201,-47.59874769,2017,92963.25851
2285,Oil_thermal,15.55,-3.29128766,-60.60747855,2017,4818595.566
2289,Oil_thermal,6.02,-3.43210867,-60.45940728,2017,1865462.721
2293,Oil_thermal,6.45,-5.81487451,-61.29264516,2017,1998710.058
2297,Oil_thermal,3.9,-1.83504968,-65.60700876,2017,1208522.361
2301,Oil_thermal,9.68,-3.39555556,-57.71611111,2017,2999614.475
2305,Oil_thermal,1.825,-21.43982535,-47.34580139,2017,424964.2242
2309,Oil_thermal,0.372,-2.4570353,-57.28118077,2017,115274.4406
2313,Oil_thermal,0.42,-1.88432068,-48.76789855,2017,130148.5619
2317,Oil_thermal,4.2,-1.52733889,-52.576835,2017,1301485.619
2321,Oil_thermal,8,-0.92305556,-52.43305556,2017,2479020.227
2325,Oil_thermal,0.1,-3.86277772,-62.48166664,2017,30987.75284
2329,Oil_thermal,4.68,-2.18916664,-56.71444444,2017,1450226.833
2337,Oil_thermal,3.597,-9.84350966,-57.80192344,2017,837587.0216
2341,Oil_thermal,0.048,-11.71992506,-61.77320562,2017,11177.14124
2345,Oil_thermal,3.2,-10.41010773,-65.33184863,2017,745142.7493
2349,Oil_thermal,2.683,-13.02200966,-57.06453455,2017,624755.6239
2353,Oil_thermal,2.502,-9.96795411,-57.45553455,2017,582608.4871
2357,Oil_thermal,9.164,-3.89972222,-59.09222222,2017,2839717.67
2361,Oil_thermal,5.2,-2.62369772,-60.9553335,2017,1611363.148
2365,Oil_thermal,5.08,-3.38638889,-59.27388889,2017,1574177.844
2369,Oil_thermal,9.125,-7.03489855,-55.394979,2017,2827632.446
2373,Oil_thermal,4.42,-3.22027778,-59.02194444,2017,1369658.675
2377,Oil_thermal,175.56,-16.80600967,-49.914979,2017,40880394.08
2381,Oil_thermal,1.2,-3.0000541,-47.35538198,2017,371853.034
2385,Oil_thermal,29.55,-2.63292277,-56.74383495,2017,9156880.963
2389,Oil_thermal,5.28,-7.70598852,-66.99989767,2017,1636153.35
2393,Oil_thermal,0.818,-2.79666635,-57.27972179,2017,253479.8182
2397,Oil_thermal,13,-11.68323166,-61.17497855,2017,3027142.419
2401,Oil_thermal,390,-23.69628767,-46.66859055,2017,90814272.57
2405,Oil_thermal,0.048,-6.75281556,-37.74468611,2017,11177.14124
2409,Oil_thermal,15.3,-1.76200966,-55.85653455,2017,4741126.184
2413,Oil_thermal,2.3,-2.4210648,-48.15092695,2017,712718.3153
2417,Oil_thermal,71.9,-29.8698262,-51.17719592,2017,28543876.81
2437,Oil_thermal,2.344,-12.93517633,-51.81275678,2017,545817.0639
2441,Oil_thermal,6,-23.87383333,-46.42641667,2017,1397142.655
2445,Oil_thermal,2.67,-2.57139445,-57.86943436,2017,827373.0008
2453,Oil_thermal,2.84,-0.42055555,-65.03527779,2017,880052.1806
2461,Oil_thermal,20.02,-4.25350966,-69.92914555,2017,6203748.118
2465,Oil_thermal,3.78,-5.61739866,-63.17831255,2017,1171337.057
